timestamp,measurement,payload
2025-08-08 13:15:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 53318.4, ""max_total_power"": 66304.0, ""min_total_power"": 45376.0, ""phase_imbalance_percent"": 60.403913095666795, ""avg_power_l1"": 20965.866666666665, ""avg_power_l2"": 10808.533333333333, ""avg_power_l3"": 21544.0, ""avg_power_factor"": 0.7069999999999997, ""avg_voltage_l1"": 237.54, ""avg_voltage_l2"": 237.9333333333333, ""avg_voltage_l3"": 237.48666666666668, ""voltage_stability_cv"": 0.2456206440937475, ""peak_events_count"": 1.0, ""avg_neutral_current"": 147.89333333333335, ""max_neutral_current"": 171.20000000000002, ""power_trend_percent"": -8.446263620775488, ""avg_reactive_power"": 52761.066666666666, ""reactive_to_active_ratio"": 98.95470731804905, ""load_variability_cv"": 9.486788748040501, ""anomaly_score"": 1.0, ""avg_frequency"": 49.980000000000004, ""frequency_deviation"": 0.01999999999999602}"
2025-08-08 13:30:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 53522.13333333333, ""max_total_power"": 71904.0, ""min_total_power"": 46144.0, ""phase_imbalance_percent"": 61.668692827391034, ""avg_power_l1"": 19298.666666666668, ""avg_power_l2"": 11610.666666666666, ""avg_power_l3"": 22612.8, ""avg_power_factor"": 0.6623333333333333, ""avg_voltage_l1"": 237.60333333333335, ""avg_voltage_l2"": 238.03000000000003, ""avg_voltage_l3"": 237.4, ""voltage_stability_cv"": 0.20589904764549447, ""peak_events_count"": 3.0, ""avg_neutral_current"": 144.32, ""max_neutral_current"": 168.0, ""power_trend_percent"": -10.78150103282074, ""avg_reactive_power"": 59486.4, ""reactive_to_active_ratio"": 111.14355182653408, ""load_variability_cv"": 12.960794157045147, ""anomaly_score"": 2.0, ""avg_frequency"": 49.940000000000026, ""frequency_deviation"": 0.05999999999997385}"
2025-08-08 13:45:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 61509.333333333336, ""max_total_power"": 80368.0, ""min_total_power"": 47856.0, ""phase_imbalance_percent"": 69.79883811670857, ""avg_power_l1"": 21708.266666666666, ""avg_power_l2"": 12745.066666666668, ""avg_power_l3"": 27056.0, ""avg_power_factor"": 0.6746666666666666, ""avg_voltage_l1"": 237.7166666666667, ""avg_voltage_l2"": 238.41666666666663, ""avg_voltage_l3"": 237.75, ""voltage_stability_cv"": 0.17211546847786766, ""peak_events_count"": 4.0, ""avg_neutral_current"": 145.75999999999996, ""max_neutral_current"": 169.6, ""power_trend_percent"": 14.401531359081183, ""avg_reactive_power"": 66140.26666666666, ""reactive_to_active_ratio"": 107.52883031301481, ""load_variability_cv"": 15.106151868602987, ""anomaly_score"": 2.0, ""avg_frequency"": 49.966666666666676, ""frequency_deviation"": 0.03333333333332433}"
2025-08-08 14:00:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 61131.73333333333, ""max_total_power"": 82848.0, ""min_total_power"": 46048.0, ""phase_imbalance_percent"": 73.45186787876673, ""avg_power_l1"": 21867.733333333334, ""avg_power_l2"": 12148.266666666666, ""avg_power_l3"": 27115.733333333334, ""avg_power_factor"": 0.678, ""avg_voltage_l1"": 237.6266666666667, ""avg_voltage_l2"": 238.2833333333333, ""avg_voltage_l3"": 237.73666666666668, ""voltage_stability_cv"": 0.16643983174730043, ""peak_events_count"": 5.0, ""avg_neutral_current"": 146.23999999999995, ""max_neutral_current"": 187.2, ""power_trend_percent"": 17.88944083556234, ""avg_reactive_power"": 64761.6, ""reactive_to_active_ratio"": 105.93777808797613, ""load_variability_cv"": 18.184770949045046, ""anomaly_score"": 2.0, ""avg_frequency"": 50.0, ""frequency_deviation"": 0.0}"
2025-08-08 14:15:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 55507.73333333333, ""max_total_power"": 63808.0, ""min_total_power"": 46896.0, ""phase_imbalance_percent"": 70.10770871566243, ""avg_power_l1"": 18244.8, ""avg_power_l2"": 12145.6, ""avg_power_l3"": 25117.333333333332, ""avg_power_factor"": 0.6679999999999999, ""avg_voltage_l1"": 237.76333333333332, ""avg_voltage_l2"": 238.25666666666663, ""avg_voltage_l3"": 237.64000000000001, ""voltage_stability_cv"": 0.14592636987781626, ""peak_events_count"": 0.0, ""avg_neutral_current"": 125.49333333333333, ""max_neutral_current"": 147.20000000000002, ""power_trend_percent"": -12.310215309739197, ""avg_reactive_power"": 60754.13333333333, ""reactive_to_active_ratio"": 109.45165598547231, ""load_variability_cv"": 9.420612331790956, ""anomaly_score"": 2.0, ""avg_frequency"": 49.936666666666696, ""frequency_deviation"": 0.06333333333330415}"
2025-08-08 14:30:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 51229.333333333336, ""max_total_power"": 57984.0, ""min_total_power"": 45952.0, ""phase_imbalance_percent"": 85.90703242933736, ""avg_power_l1"": 16633.066666666666, ""avg_power_l2"": 9963.2, ""avg_power_l3"": 24633.066666666666, ""avg_power_factor"": 0.6493333333333332, ""avg_voltage_l1"": 238.22, ""avg_voltage_l2"": 238.93333333333334, ""avg_voltage_l3"": 238.23000000000002, ""voltage_stability_cv"": 0.18865496232259238, ""peak_events_count"": 0.0, ""avg_neutral_current"": 116.00000000000003, ""max_neutral_current"": 126.4, ""power_trend_percent"": -8.6648880640297, ""avg_reactive_power"": 59249.066666666666, ""reactive_to_active_ratio"": 115.65457290094217, ""load_variability_cv"": 7.219545611727858, ""anomaly_score"": 2.0, ""avg_frequency"": 49.94333333333336, ""frequency_deviation"": 0.05666666666664355}"
2025-08-08 14:45:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 50050.666666666664, ""max_total_power"": 61936.0, ""min_total_power"": 44848.0, ""phase_imbalance_percent"": 58.02440193936811, ""avg_power_l1"": 17710.933333333334, ""avg_power_l2"": 11329.6, ""avg_power_l3"": 21010.133333333335, ""avg_power_factor"": 0.7119999999999999, ""avg_voltage_l1"": 238.35, ""avg_voltage_l2"": 239.05999999999997, ""avg_voltage_l3"": 238.34666666666664, ""voltage_stability_cv"": 0.19155270815991132, ""peak_events_count"": 1.0, ""avg_neutral_current"": 126.87999999999998, ""max_neutral_current"": 150.4, ""power_trend_percent"": -5.862817728956441, ""avg_reactive_power"": 48750.933333333334, ""reactive_to_active_ratio"": 97.40316479300975, ""load_variability_cv"": 8.176651296230132, ""anomaly_score"": 1.0, ""avg_frequency"": 49.95333333333335, ""frequency_deviation"": 0.046666666666652645}"
2025-08-08 15:00:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 49941.86666666667, ""max_total_power"": 60304.0, ""min_total_power"": 43808.0, ""phase_imbalance_percent"": 73.02250082762892, ""avg_power_l1"": 17898.666666666668, ""avg_power_l2"": 9943.466666666667, ""avg_power_l3"": 22099.733333333334, ""avg_power_factor"": 0.6653333333333334, ""avg_voltage_l1"": 238.88999999999996, ""avg_voltage_l2"": 239.34, ""avg_voltage_l3"": 238.66666666666666, ""voltage_stability_cv"": 0.2617959458865827, ""peak_events_count"": 1.0, ""avg_neutral_current"": 129.97333333333333, ""max_neutral_current"": 150.4, ""power_trend_percent"": 7.855919926247873, ""avg_reactive_power"": 55238.933333333334, ""reactive_to_active_ratio"": 110.60646511677577, ""load_variability_cv"": 9.187346857121574, ""anomaly_score"": 2.0, ""avg_frequency"": 50.0, ""frequency_deviation"": 0.0}"
2025-08-08 15:15:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 50771.2, ""max_total_power"": 65088.0, ""min_total_power"": 44992.0, ""phase_imbalance_percent"": 78.94869532333291, ""avg_power_l1"": 17673.6, ""avg_power_l2"": 9868.266666666666, ""avg_power_l3"": 23229.333333333332, ""avg_power_factor"": 0.6653333333333334, ""avg_voltage_l1"": 238.28999999999996, ""avg_voltage_l2"": 238.75000000000003, ""avg_voltage_l3"": 237.97333333333336, ""voltage_stability_cv"": 0.32439158100764853, ""peak_events_count"": 1.0, ""avg_neutral_current"": 123.36, ""max_neutral_current"": 145.6, ""power_trend_percent"": -5.719944781225615, ""avg_reactive_power"": 56163.73333333333, ""reactive_to_active_ratio"": 110.62124459010883, ""load_variability_cv"": 8.10750210255276, ""anomaly_score"": 2.0, ""avg_frequency"": 49.96666666666668, ""frequency_deviation"": 0.03333333333331723}"
2025-08-08 15:30:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 51318.4, ""max_total_power"": 61600.0, ""min_total_power"": 45024.0, ""phase_imbalance_percent"": 59.65891376192556, ""avg_power_l1"": 17563.2, ""avg_power_l2"": 11774.933333333332, ""avg_power_l3"": 21980.266666666666, ""avg_power_factor"": 0.6713333333333333, ""avg_voltage_l1"": 237.55333333333334, ""avg_voltage_l2"": 237.8633333333333, ""avg_voltage_l3"": 237.37666666666667, ""voltage_stability_cv"": 0.3973546703885472, ""peak_events_count"": 1.0, ""avg_neutral_current"": 129.6, ""max_neutral_current"": 148.8, ""power_trend_percent"": 18.376184032476313, ""avg_reactive_power"": 55855.46666666667, ""reactive_to_active_ratio"": 108.84101348963856, ""load_variability_cv"": 7.869502773695623, ""anomaly_score"": 2.0, ""avg_frequency"": 49.95000000000002, ""frequency_deviation"": 0.04999999999998295}"
2025-08-08 15:45:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 52340.26666666667, ""max_total_power"": 65632.0, ""min_total_power"": 46992.0, ""phase_imbalance_percent"": 63.703152703336116, ""avg_power_l1"": 19023.466666666667, ""avg_power_l2"": 11101.333333333334, ""avg_power_l3"": 22215.466666666667, ""avg_power_factor"": 0.6683333333333333, ""avg_voltage_l1"": 237.9, ""avg_voltage_l2"": 238.34666666666664, ""avg_voltage_l3"": 237.62666666666664, ""voltage_stability_cv"": 0.28846606603509717, ""peak_events_count"": 1.0, ""avg_neutral_current"": 137.28000000000003, ""max_neutral_current"": 158.4, ""power_trend_percent"": -2.248477907046849, ""avg_reactive_power"": 57572.8, ""reactive_to_active_ratio"": 109.99714687480895, ""load_variability_cv"": 8.61613169477231, ""anomaly_score"": 2.0, ""avg_frequency"": 49.96666666666668, ""frequency_deviation"": 0.03333333333331723}"
2025-08-08 16:00:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 54529.066666666666, ""max_total_power"": 68640.0, ""min_total_power"": 47072.0, ""phase_imbalance_percent"": 65.82911132411338, ""avg_power_l1"": 18638.4, ""avg_power_l2"": 11962.666666666666, ""avg_power_l3"": 23928.0, ""avg_power_factor"": 0.6753333333333332, ""avg_voltage_l1"": 236.78, ""avg_voltage_l2"": 236.98999999999998, ""avg_voltage_l3"": 236.51666666666662, ""voltage_stability_cv"": 0.27052705472897787, ""peak_events_count"": 2.0, ""avg_neutral_current"": 127.30666666666667, ""max_neutral_current"": 158.4, ""power_trend_percent"": -2.7630628461353295, ""avg_reactive_power"": 58659.73333333333, ""reactive_to_active_ratio"": 107.57516480507033, ""load_variability_cv"": 10.768200447929344, ""anomaly_score"": 2.0, ""avg_frequency"": 49.97333333333335, ""frequency_deviation"": 0.02666666666664952}"
2025-08-08 16:15:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 51440.0, ""max_total_power"": 64704.0, ""min_total_power"": 45104.0, ""phase_imbalance_percent"": 48.26749611197511, ""avg_power_l1"": 18780.8, ""avg_power_l2"": 12191.466666666667, ""avg_power_l3"": 20467.733333333334, ""avg_power_factor"": 0.7140000000000001, ""avg_voltage_l1"": 236.66666666666663, ""avg_voltage_l2"": 236.91333333333333, ""avg_voltage_l3"": 236.44, ""voltage_stability_cv"": 0.12495808207492379, ""peak_events_count"": 2.0, ""avg_neutral_current"": 133.65333333333334, ""max_neutral_current"": 163.20000000000002, ""power_trend_percent"": -3.954182660086509, ""avg_reactive_power"": 49768.0, ""reactive_to_active_ratio"": 96.74961119751167, ""load_variability_cv"": 9.301670969443693, ""anomaly_score"": 1.0, ""avg_frequency"": 49.96000000000002, ""frequency_deviation"": 0.03999999999997783}"
2025-08-08 16:30:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 55394.13333333333, ""max_total_power"": 65600.0, ""min_total_power"": 47712.0, ""phase_imbalance_percent"": 46.83239621042901, ""avg_power_l1"": 20176.0, ""avg_power_l2"": 13285.333333333334, ""avg_power_l3"": 21932.8, ""avg_power_factor"": 0.7016666666666667, ""avg_voltage_l1"": 236.59666666666672, ""avg_voltage_l2"": 236.8233333333333, ""avg_voltage_l3"": 236.54333333333332, ""voltage_stability_cv"": 0.14318780696149105, ""peak_events_count"": 0.0, ""avg_neutral_current"": 141.17333333333332, ""max_neutral_current"": 174.4, ""power_trend_percent"": 1.2659021119258034, ""avg_reactive_power"": 55401.6, ""reactive_to_active_ratio"": 100.01347916506201, ""load_variability_cv"": 8.430188548689785, ""anomaly_score"": 1.0, ""avg_frequency"": 49.936666666666696, ""frequency_deviation"": 0.06333333333330415}"
2025-08-08 16:45:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 47280.0, ""max_total_power"": 55872.0, ""min_total_power"": 43296.0, ""phase_imbalance_percent"": 64.50761421319798, ""avg_power_l1"": 16866.133333333335, ""avg_power_l2"": 10123.733333333334, ""avg_power_l3"": 20290.133333333335, ""avg_power_factor"": 0.6606666666666668, ""avg_voltage_l1"": 236.6766666666667, ""avg_voltage_l2"": 236.8733333333333, ""avg_voltage_l3"": 236.45333333333335, ""voltage_stability_cv"": 0.1865025046476145, ""peak_events_count"": 0.0, ""avg_neutral_current"": 122.18666666666667, ""max_neutral_current"": 153.6, ""power_trend_percent"": -10.691375623663578, ""avg_reactive_power"": 53058.13333333333, ""reactive_to_active_ratio"": 112.22109419063733, ""load_variability_cv"": 6.7951502226175995, ""anomaly_score"": 2.0, ""avg_frequency"": 49.966666666666676, ""frequency_deviation"": 0.03333333333332433}"
2025-08-08 17:00:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 50148.26666666667, ""max_total_power"": 57376.0, ""min_total_power"": 41136.0, ""phase_imbalance_percent"": 38.42047049814949, ""avg_power_l1"": 19084.8, ""avg_power_l2"": 12662.4, ""avg_power_l3"": 18401.066666666666, ""avg_power_factor"": 0.7073333333333333, ""avg_voltage_l1"": 236.70666666666673, ""avg_voltage_l2"": 236.85333333333332, ""avg_voltage_l3"": 236.60333333333335, ""voltage_stability_cv"": 0.14677924861507713, ""peak_events_count"": 0.0, ""avg_neutral_current"": 145.6, ""max_neutral_current"": 171.20000000000002, ""power_trend_percent"": -3.2140198930915487, ""avg_reactive_power"": 49765.86666666667, ""reactive_to_active_ratio"": 99.23746118177564, ""load_variability_cv"": 8.08451889070256, ""anomaly_score"": 1.0, ""avg_frequency"": 49.97000000000002, ""frequency_deviation"": 0.02999999999997982}"
2025-08-08 17:15:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 44238.4, ""max_total_power"": 58560.0, ""min_total_power"": 40176.0, ""phase_imbalance_percent"": 63.09450613042065, ""avg_power_l1"": 18634.133333333335, ""avg_power_l2"": 9330.133333333333, ""avg_power_l3"": 16274.133333333333, ""avg_power_factor"": 0.747, ""avg_voltage_l1"": 236.90999999999997, ""avg_voltage_l2"": 236.87333333333336, ""avg_voltage_l3"": 236.63666666666666, ""voltage_stability_cv"": 0.2236785857297612, ""peak_events_count"": 2.0, ""avg_neutral_current"": 129.97333333333333, ""max_neutral_current"": 155.20000000000002, ""power_trend_percent"": 2.0880320116406, ""avg_reactive_power"": 38964.26666666667, ""reactive_to_active_ratio"": 88.07792928014274, ""load_variability_cv"": 9.689032937174272, ""anomaly_score"": 1.0, ""avg_frequency"": 49.95333333333335, ""frequency_deviation"": 0.046666666666652645}"
